Position,Group_0,Group_1
1,1.2486772486772486,0.0
2,0.6243386243386243,2.5106382978723403
3,0.8324514991181657,1.673758865248227
4,0.6243386243386243,2.5106382978723403
5,0.4994708994708995,3.0127659574468084
6,0.41622574955908287,3.347517730496454
7,0.3567649281934996,3.5866261398176293
8,0.31216931216931215,3.765957446808511
9,0.27748383303938856,3.905437352245863
10,0.24973544973544975,4.017021276595745
11,0.22703222703222706,4.108317214700194
12,0.20811287477954143,4.184397163120567
13,0.19210419210419213,4.248772504091653
14,0.1783824640967498,4.3039513677811545
15,0.16649029982363317,4.351773049645391
16,0.15608465608465608,4.3936170212765955
17,0.14690320572673515,4.430538172715895
18,0.13874191651969428,4.463356973995272
19,0.1314397103870788,4.492721164613662
20,0.12486772486772488,4.519148936170213
21,0.11892164273116654,4.54305977710233
22,0.11351611351611353,4.564796905222437
23,0.10858063031976076,4.584643848288621
24,0.10405643738977072,4.602836879432624
25,0.0998941798941799,4.619574468085107
26,0.09605209605209607,4.6350245499181675
27,0.09249461101312953,4.649330181245075
28,0.0891912320483749,4.662613981762918
29,0.08611567232256888,4.674981658107116
30,0.08324514991181658,4.686524822695036
31,0.08055982249530637,4.69732326698696
32,0.07804232804232804,4.707446808510638
33,0.07567740901074235,4.716956802063185
34,0.07345160286336758,4.725907384230288
35,0.07135298563869992,4.73434650455927
36,0.06937095825984714,4.742316784869976
37,0.0674960674960675,4.749856239217942
38,0.0657198551935394,4.756998880179171
39,0.06403473070139737,4.763775231860338
40,0.06243386243386244,4.770212765957447
41,0.06091108530132921,4.7763362740010376
42,0.05946082136558327,4.7821681864235055
43,0.05807801156638366,4.787728847105393
44,0.056758056758056764,4.79303675048356
45,0.05549676660787772,4.7981087470449175
46,0.05429031515988038,4.802960222016652
47,0.05313520207137228,4.807605251244907
48,0.05202821869488536,4.8120567375886525
49,0.05096641831335709,4.816326530612245
50,0.04994708994708995,4.820425531914894
51,0.04896773524224505,4.824363788068419
52,0.048026048026048034,4.828150572831424
