Position
1,1.0
2,0.9702373658565651
3,0.9177608825674933
4,0.9107373667521079
5,0.8843963405463617
6,0.8609204690249307
7,0.8593873844464311
8,0.8431973590164054
9,0.8426107501326748
10,0.8306787299402691
11,0.8196908980562843
12,0.819012328709028
13,0.8099901579893737
14,0.8079288534924992
15,0.7998575451104599
16,0.7922947990218429
17,0.7908863337260894
18,0.7843287669494499
19,0.782055780755534
20,0.7751523404135293
21,0.7683928651974337
22,0.7668396349357969
23,0.7604122541700955
24,0.7586348025842164
25,0.7524202160495926
26,0.7463458973150254
27,0.7448145071535629
28,0.7390808438219093
29,0.7377489393550019
30,0.7318306679130003
31,0.7258126968311293
32,0.7248735642037557
33,0.7191533346382212
34,0.7175506161677763
35,0.7109915361390903
36,0.7032961815646915
37,0.7016977438714179
38,0.6940856873144201
39,0.6916411324314781
40,0.684508999914973
41,0.6752898474905227
42,0.6731032285317845
43,0.6625147321727168
44,0.6603956832816517
45,0.657872807958655
46,0.6548239608951331
47,0.6518199585733958
48,0.6481385381199819
49,0.6433586632072548
50,0.6375467923683021
