Run,Kendall Tau,NDKL,Average Exposure
0,0.283265306122449,0.4825566388577989,1.7062151958700034
1,0.2163265306122449,0.4825566388577989,1.7062151958700034
2,1.0,0.12214661001345971,0.7823034108675438
3,0.2620408163265306,0.4825566388577989,1.7062151958700034
4,0.3142857142857143,0.4825566388577989,1.7062151958700034
5,0.5036734693877551,0.27963628481356717,1.3215494013076847
6,0.9118367346938776,0.061096079281474605,0.8968708675959935
7,1.0,0.2923337314320077,0.66964564479623
8,0.996734693877551,0.13899173186398403,0.7650401700640774
9,0.9771428571428571,0.05758298819220444,0.9175374075898205
