Run,Kendall Tau,NDKL,Average Exposure
0,0.3110204081632653,0.27963628481356717,1.3215494013076847
1,0.8971428571428571,0.07481896439192565,0.8590677850891693
2,0.996734693877551,0.12628244155153284,0.7811614459141152
3,0.8187755102040817,0.062324832425835246,0.8991160663114449
4,0.9951020408163266,0.14549219110329628,0.7625251481929849
5,0.43510204081632653,0.27963628481356717,1.3215494013076847
6,0.4057142857142857,0.46960837637269176,1.6856726343759973
7,0.3746938775510204,0.4825566388577989,1.7062151958700034
8,0.8987755102040816,0.06712577102643569,0.8817095231479047
9,0.9542857142857143,0.060915888734574646,0.893873856373818
