"AverageNDCG_shot_NAD
rank_size_50
prompt_NAD
DetConstSort","AverageNDCG_shot_0
rank_size_50
prompt_10
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_10
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_10
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_10
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_10
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_12
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_12
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_12
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_12
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_12
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_14
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_14
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_14
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_14
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_14
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_16
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_16
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_16
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_16
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_16
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_18
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_18
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_18
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_18
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_18
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_2
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_2
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_2
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_2
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_2
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_4
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_4
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_4
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_4
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_4
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_6
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_6
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_6
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_6
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_6
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_8
gemini-1.5-flash","AverageNDCG_shot_1
rank_size_50
prompt_8
gemini-1.5-flash","AverageNDCG_shot_2
rank_size_50
prompt_8
gemini-1.5-flash","AverageNDCG_shot_3
rank_size_50
prompt_8
gemini-1.5-flash","AverageNDCG_shot_4
rank_size_50
prompt_8
gemini-1.5-flash","AverageNDCG_shot_0
rank_size_50
prompt_10
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_10
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_10
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_10
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_10
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_12
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_12
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_12
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_12
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_12
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_14
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_14
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_14
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_14
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_14
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_16
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_16
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_16
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_16
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_16
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_18
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_18
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_18
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_18
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_18
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_2
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_2
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_2
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_2
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_2
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_4
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_4
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_4
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_4
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_4
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_6
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_6
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_6
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_6
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_6
gemini-1.5-pro","AverageNDCG_shot_0
rank_size_50
prompt_8
gemini-1.5-pro","AverageNDCG_shot_1
rank_size_50
prompt_8
gemini-1.5-pro","AverageNDCG_shot_2
rank_size_50
prompt_8
gemini-1.5-pro","AverageNDCG_shot_3
rank_size_50
prompt_8
gemini-1.5-pro","AverageNDCG_shot_4
rank_size_50
prompt_8
gemini-1.5-pro","AverageNDCG_shot_NA
rank_size_50
prompt_NA
Initial","AverageNDCG_shot_0
rank_size_50
prompt_10
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_10
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_10
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_10
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_10
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_12
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_12
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_12
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_12
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_12
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_14
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_14
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_14
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_14
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_14
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_16
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_16
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_16
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_16
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_16
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_18
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_18
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_18
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_18
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_18
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_2
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_2
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_2
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_2
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_2
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_4
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_4
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_4
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_4
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_4
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_6
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_6
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_6
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_6
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_6
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_0
rank_size_50
prompt_8
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_1
rank_size_50
prompt_8
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_2
rank_size_50
prompt_8
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_3
rank_size_50
prompt_8
Meta-Llama-3-8B-Instruct","AverageNDCG_shot_4
rank_size_50
prompt_8
Meta-Llama-3-8B-Instruct"
1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.92 ± 0.24,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.99 ± 0.03,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.82 ± 0.34,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.82 ± 0.34,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.45 ± 0.39,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.39 ± 0.34,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.63 ± 0.41,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.83 ± 0.32,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.74 ± 0.37,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,0.92 ± 0.24,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00,1.00 ± 0.00
0.86 ± 0.07,0.82 ± 0.11,0.84 ± 0.10,0.84 ± 0.10,0.85 ± 0.09,0.85 ± 0.09,0.83 ± 0.10,0.85 ± 0.09,0.84 ± 0.10,0.83 ± 0.11,0.83 ± 0.11,0.72 ± 0.20,0.79 ± 0.11,0.85 ± 0.09,0.84 ± 0.09,0.84 ± 0.10,0.78 ± 0.11,0.78 ± 0.11,0.83 ± 0.11,0.84 ± 0.10,0.86 ± 0.09,0.83 ± 0.10,0.80 ± 0.11,0.83 ± 0.11,0.80 ± 0.11,0.83 ± 0.11,0.83 ± 0.10,0.85 ± 0.09,0.85 ± 0.09,0.84 ± 0.10,0.82 ± 0.10,0.78 ± 0.11,0.83 ± 0.11,0.83 ± 0.11,0.80 ± 0.11,0.84 ± 0.10,0.84 ± 0.10,0.85 ± 0.09,0.83 ± 0.11,0.80 ± 0.11,0.84 ± 0.10,0.79 ± 0.11,0.86 ± 0.09,0.85 ± 0.09,0.86 ± 0.07,0.84 ± 0.09,0.82 ± 0.11,0.85 ± 0.09,0.84 ± 0.10,0.85 ± 0.09,0.86 ± 0.07,0.83 ± 0.10,0.85 ± 0.09,0.84 ± 0.10,0.84 ± 0.10,0.83 ± 0.11,0.76 ± 0.09,0.83 ± 0.10,0.82 ± 0.10,0.84 ± 0.09,0.86 ± 0.07,0.80 ± 0.11,0.78 ± 0.11,0.83 ± 0.11,0.84 ± 0.10,0.86 ± 0.09,0.83 ± 0.10,0.83 ± 0.11,0.83 ± 0.11,0.83 ± 0.11,0.83 ± 0.11,0.83 ± 0.10,0.86 ± 0.07,0.85 ± 0.09,0.81 ± 0.11,0.86 ± 0.07,0.82 ± 0.11,0.83 ± 0.11,0.83 ± 0.11,0.84 ± 0.10,0.84 ± 0.10,0.83 ± 0.11,0.84 ± 0.10,0.83 ± 0.11,0.84 ± 0.10,0.83 ± 0.11,0.80 ± 0.11,0.86 ± 0.09,0.85 ± 0.09,0.85 ± 0.09,0.86 ± 0.09,0.86 ± 0.07,0.64 ± 0.26,0.86 ± 0.07,0.82 ± 0.10,0.86 ± 0.07,0.81 ± 0.10,0.70 ± 0.28,0.86 ± 0.07,0.83 ± 0.09,0.86 ± 0.07,0.86 ± 0.07,0.40 ± 0.33,0.86 ± 0.07,0.86 ± 0.07,0.86 ± 0.07,0.86 ± 0.07,0.35 ± 0.28,0.86 ± 0.07,0.83 ± 0.09,0.86 ± 0.07,0.86 ± 0.07,0.52 ± 0.34,0.86 ± 0.07,0.86 ± 0.07,0.86 ± 0.07,0.86 ± 0.07,0.83 ± 0.08,0.86 ± 0.07,0.81 ± 0.10,0.84 ± 0.09,0.86 ± 0.07,0.67 ± 0.26,0.86 ± 0.07,0.86 ± 0.07,0.83 ± 0.09,0.86 ± 0.07,0.62 ± 0.30,0.86 ± 0.07,0.86 ± 0.07,0.86 ± 0.07,0.85 ± 0.07,0.72 ± 0.19,0.86 ± 0.07,0.86 ± 0.07,0.84 ± 0.09,0.81 ± 0.10
0.76 ± 0.11,0.75 ± 0.11,0.74 ± 0.10,0.73 ± 0.10,0.74 ± 0.10,0.73 ± 0.08,0.76 ± 0.10,0.75 ± 0.10,0.73 ± 0.10,0.73 ± 0.10,0.72 ± 0.08,0.65 ± 0.20,0.71 ± 0.12,0.74 ± 0.10,0.70 ± 0.09,0.72 ± 0.08,0.72 ± 0.13,0.71 ± 0.12,0.74 ± 0.11,0.72 ± 0.08,0.72 ± 0.08,0.76 ± 0.10,0.73 ± 0.10,0.73 ± 0.10,0.71 ± 0.08,0.72 ± 0.08,0.73 ± 0.12,0.75 ± 0.11,0.74 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.72 ± 0.12,0.72 ± 0.08,0.73 ± 0.10,0.72 ± 0.10,0.72 ± 0.08,0.73 ± 0.09,0.75 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.72 ± 0.08,0.75 ± 0.11,0.75 ± 0.10,0.74 ± 0.10,0.74 ± 0.10,0.73 ± 0.10,0.73 ± 0.12,0.74 ± 0.10,0.73 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.75 ± 0.11,0.75 ± 0.10,0.73 ± 0.10,0.73 ± 0.10,0.72 ± 0.08,0.68 ± 0.10,0.74 ± 0.11,0.73 ± 0.10,0.70 ± 0.09,0.72 ± 0.08,0.72 ± 0.14,0.71 ± 0.12,0.73 ± 0.09,0.72 ± 0.08,0.72 ± 0.08,0.76 ± 0.10,0.73 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.72 ± 0.08,0.74 ± 0.13,0.76 ± 0.11,0.73 ± 0.08,0.71 ± 0.08,0.73 ± 0.08,0.74 ± 0.11,0.74 ± 0.11,0.73 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.73 ± 0.10,0.74 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.72 ± 0.08,0.76 ± 0.10,0.75 ± 0.10,0.74 ± 0.10,0.74 ± 0.10,0.73 ± 0.08,0.79 ± 0.10,0.56 ± 0.22,0.75 ± 0.09,0.71 ± 0.11,0.72 ± 0.07,0.67 ± 0.09,0.63 ± 0.25,0.76 ± 0.09,0.71 ± 0.11,0.73 ± 0.09,0.72 ± 0.07,0.37 ± 0.31,0.77 ± 0.10,0.74 ± 0.10,0.72 ± 0.08,0.73 ± 0.07,0.32 ± 0.24,0.76 ± 0.10,0.70 ± 0.10,0.72 ± 0.08,0.72 ± 0.08,0.48 ± 0.31,0.77 ± 0.09,0.74 ± 0.09,0.72 ± 0.08,0.75 ± 0.10,0.72 ± 0.10,0.75 ± 0.09,0.69 ± 0.09,0.69 ± 0.08,0.72 ± 0.07,0.57 ± 0.21,0.74 ± 0.08,0.72 ± 0.07,0.69 ± 0.09,0.72 ± 0.07,0.53 ± 0.25,0.75 ± 0.10,0.72 ± 0.08,0.72 ± 0.07,0.73 ± 0.07,0.62 ± 0.17,0.75 ± 0.09,0.72 ± 0.07,0.72 ± 0.07,0.68 ± 0.09
0.71 ± 0.11,0.68 ± 0.11,0.68 ± 0.12,0.68 ± 0.10,0.68 ± 0.10,0.68 ± 0.10,0.69 ± 0.10,0.70 ± 0.12,0.68 ± 0.10,0.67 ± 0.11,0.67 ± 0.11,0.59 ± 0.20,0.65 ± 0.13,0.68 ± 0.10,0.67 ± 0.09,0.68 ± 0.10,0.65 ± 0.14,0.64 ± 0.13,0.67 ± 0.11,0.67 ± 0.10,0.68 ± 0.10,0.69 ± 0.11,0.67 ± 0.12,0.67 ± 0.11,0.66 ± 0.11,0.67 ± 0.11,0.66 ± 0.14,0.70 ± 0.12,0.68 ± 0.10,0.67 ± 0.10,0.67 ± 0.10,0.64 ± 0.14,0.67 ± 0.11,0.67 ± 0.11,0.66 ± 0.11,0.67 ± 0.10,0.67 ± 0.11,0.69 ± 0.12,0.67 ± 0.11,0.66 ± 0.11,0.67 ± 0.10,0.68 ± 0.13,0.70 ± 0.12,0.68 ± 0.10,0.69 ± 0.09,0.68 ± 0.09,0.66 ± 0.13,0.69 ± 0.11,0.68 ± 0.10,0.68 ± 0.10,0.68 ± 0.09,0.69 ± 0.10,0.69 ± 0.12,0.67 ± 0.10,0.67 ± 0.10,0.67 ± 0.11,0.61 ± 0.11,0.69 ± 0.12,0.68 ± 0.12,0.66 ± 0.11,0.69 ± 0.09,0.66 ± 0.15,0.64 ± 0.13,0.67 ± 0.11,0.68 ± 0.10,0.68 ± 0.10,0.70 ± 0.12,0.67 ± 0.12,0.67 ± 0.11,0.67 ± 0.11,0.67 ± 0.11,0.68 ± 0.14,0.71 ± 0.12,0.68 ± 0.10,0.66 ± 0.10,0.68 ± 0.09,0.66 ± 0.11,0.67 ± 0.12,0.67 ± 0.11,0.67 ± 0.10,0.67 ± 0.10,0.65 ± 0.10,0.68 ± 0.12,0.67 ± 0.11,0.67 ± 0.10,0.67 ± 0.11,0.69 ± 0.12,0.70 ± 0.12,0.68 ± 0.10,0.68 ± 0.10,0.68 ± 0.10,0.73 ± 0.11,0.50 ± 0.19,0.70 ± 0.11,0.66 ± 0.12,0.67 ± 0.09,0.62 ± 0.11,0.57 ± 0.22,0.70 ± 0.10,0.66 ± 0.13,0.67 ± 0.11,0.67 ± 0.09,0.36 ± 0.29,0.71 ± 0.11,0.68 ± 0.11,0.66 ± 0.09,0.69 ± 0.09,0.30 ± 0.22,0.71 ± 0.11,0.66 ± 0.11,0.65 ± 0.09,0.67 ± 0.10,0.44 ± 0.28,0.72 ± 0.10,0.70 ± 0.11,0.68 ± 0.09,0.70 ± 0.11,0.66 ± 0.10,0.70 ± 0.11,0.63 ± 0.10,0.64 ± 0.10,0.69 ± 0.09,0.51 ± 0.19,0.69 ± 0.10,0.67 ± 0.10,0.64 ± 0.11,0.66 ± 0.09,0.48 ± 0.21,0.70 ± 0.10,0.68 ± 0.10,0.67 ± 0.09,0.69 ± 0.10,0.55 ± 0.15,0.67 ± 0.10,0.67 ± 0.09,0.66 ± 0.08,0.63 ± 0.12
0.65 ± 0.11,0.65 ± 0.11,0.64 ± 0.12,0.63 ± 0.11,0.63 ± 0.11,0.62 ± 0.09,0.65 ± 0.11,0.64 ± 0.11,0.63 ± 0.11,0.63 ± 0.11,0.62 ± 0.09,0.55 ± 0.19,0.61 ± 0.14,0.64 ± 0.11,0.61 ± 0.09,0.62 ± 0.10,0.61 ± 0.14,0.61 ± 0.14,0.63 ± 0.11,0.62 ± 0.09,0.62 ± 0.09,0.65 ± 0.11,0.63 ± 0.12,0.63 ± 0.11,0.61 ± 0.10,0.62 ± 0.09,0.61 ± 0.14,0.65 ± 0.12,0.64 ± 0.11,0.62 ± 0.09,0.62 ± 0.09,0.61 ± 0.14,0.62 ± 0.10,0.63 ± 0.11,0.62 ± 0.11,0.62 ± 0.09,0.63 ± 0.11,0.65 ± 0.11,0.62 ± 0.09,0.62 ± 0.10,0.62 ± 0.09,0.65 ± 0.12,0.65 ± 0.12,0.64 ± 0.11,0.63 ± 0.11,0.63 ± 0.11,0.62 ± 0.13,0.64 ± 0.12,0.63 ± 0.11,0.62 ± 0.09,0.62 ± 0.09,0.64 ± 0.11,0.65 ± 0.11,0.63 ± 0.11,0.63 ± 0.11,0.62 ± 0.09,0.57 ± 0.11,0.64 ± 0.13,0.64 ± 0.12,0.60 ± 0.10,0.62 ± 0.09,0.62 ± 0.15,0.61 ± 0.13,0.62 ± 0.10,0.62 ± 0.10,0.62 ± 0.09,0.66 ± 0.12,0.64 ± 0.12,0.62 ± 0.09,0.62 ± 0.09,0.62 ± 0.09,0.63 ± 0.14,0.66 ± 0.12,0.63 ± 0.09,0.61 ± 0.09,0.63 ± 0.09,0.63 ± 0.11,0.64 ± 0.11,0.63 ± 0.11,0.62 ± 0.09,0.62 ± 0.09,0.61 ± 0.11,0.64 ± 0.11,0.62 ± 0.09,0.62 ± 0.09,0.62 ± 0.09,0.66 ± 0.12,0.65 ± 0.12,0.64 ± 0.11,0.63 ± 0.11,0.63 ± 0.09,0.68 ± 0.11,0.46 ± 0.18,0.66 ± 0.12,0.62 ± 0.13,0.62 ± 0.09,0.58 ± 0.12,0.53 ± 0.20,0.65 ± 0.11,0.61 ± 0.13,0.63 ± 0.10,0.63 ± 0.09,0.34 ± 0.27,0.68 ± 0.11,0.63 ± 0.11,0.61 ± 0.09,0.64 ± 0.11,0.29 ± 0.20,0.66 ± 0.12,0.62 ± 0.11,0.61 ± 0.11,0.62 ± 0.11,0.42 ± 0.27,0.68 ± 0.11,0.65 ± 0.11,0.64 ± 0.10,0.66 ± 0.12,0.61 ± 0.10,0.65 ± 0.12,0.60 ± 0.12,0.59 ± 0.10,0.64 ± 0.09,0.47 ± 0.17,0.65 ± 0.12,0.62 ± 0.11,0.59 ± 0.11,0.62 ± 0.09,0.45 ± 0.20,0.66 ± 0.11,0.63 ± 0.10,0.63 ± 0.10,0.65 ± 0.11,0.51 ± 0.14,0.62 ± 0.10,0.63 ± 0.10,0.61 ± 0.10,0.59 ± 0.12
