Run,Kendall Tau,NDKL,Average Exposure
0,0.8824489795918368,0.06277370436533665,0.9823278980789115
1,0.84,0.06461465631187407,0.9976675154508254
2,0.9395918367346939,0.06087254861680521,0.963151147524905
3,0.9640816326530612,0.06861482798536529,1.0131468362685816
4,0.9983673469387755,0.08445052868238653,1.022120269071808
5,0.9951020408163266,0.06490768087770546,0.8765418834478972
6,0.9281632653061225,0.05804304603228139,0.9382912149378627
7,0.9689795918367347,0.10929018524284817,1.0967723097224815
8,0.9722448979591837,0.09588869301108836,0.8804758634510365
9,0.9787755102040816,0.06532800951436865,1.0163596620352482
