Run,Kendall Tau,NDKL,Average Exposure
0,0.9983673469387755,0.12426669845429043,0.8333393549842415
1,1.0,0.0985885645637099,0.8496962343515764
2,0.9983673469387755,0.12898581294299516,0.8402843868399121
3,0.9983673469387755,0.09443432762402018,0.9195120825699362
4,1.0,0.08445052868238653,1.022120269071808
5,0.996734693877551,0.06490768087770546,0.8765418834478972
6,1.0,0.07806619588835004,0.8630183574021625
7,1.0,0.07637662656378992,1.0121075286878665
8,1.0,0.12500207846780492,0.8329361849726422
9,1.0,0.07008578007343283,1.0297205095725857
