Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6,NDCG_7,NDCG_8,NDCG_9
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8066564748074903,0.9843402911614204,0.9326319319391962,0.8766170607996079,0.7880544636161879,0.8318170896742568,0.9566412874445268,0.9173664454811108,0.9154180091854892,0.8625542827779796
0.7040030557488184,0.8108566794473637,0.7813715521263908,0.7965177005896076,0.7070008167546169,0.7469129061867515,0.8366829985598154,0.8278430094693253,0.818324128421679,0.7514191470084358
0.6435082435400555,0.7241357891473909,0.7081785521415499,0.7503118910115135,0.6579220157208406,0.7080667606676309,0.7513878380836145,0.7854905553682731,0.7650770283699124,0.6864043442305066
0.6022200915425141,0.6907741794000999,0.6410336412005916,0.7184481754641454,0.6238387751350417,0.6415458570192129,0.6846450005535167,0.7494965978954639,0.7204990404960622,0.6640282244786682
0.5665489896892837,0.6344351351828587,0.6174727061785842,0.6938630677625075,0.5926757422974755,0.6117070140449685,0.6311074524168253,0.72345651726731,0.6722992954020475,0.6326096767852285
0.5352329593898669,0.6037896199409711,0.5787148840414976,0.6750113561599106,0.5682065545817779,0.5784771639490401,0.5892621522039053,0.6839014612467694,0.6349887335313837,0.6067004991774948
0.508017239444234,0.5752062260936466,0.5469534823490457,0.6564732868933778,0.5486232738049971,0.5596888153772844,0.556159047874136,0.6508374410414379,0.6024288775947592,0.5817567031510271
0.4847273134336179,0.5586679896288219,0.5204498121232107,0.6401902709963346,0.5317702859354807,0.5361476757877186,0.5290252410080043,0.6229123249278022,0.5742544445888162,0.556813559339978
0.4652365001671252,0.5358492494269028,0.4982156251524643,0.6265418343367564,0.5138255946563085,0.5233513508898736,0.5055745973691935,0.6011682674616485,0.5502165180094606,0.5353463599492732
0.4480805258523612,0.5133219815000745,0.4984123979906079,0.6142646948581844,0.4984239343105457,0.5048847271218532,0.4855038792338395,0.5862959275625366,0.5296394378914728,0.5169610344671424
0.433135297076936,0.4946594334424048,0.498582473231741,0.6026919771838775,0.484302784399952,0.4884956987113634,0.4677968121977203,0.568658260219004,0.5116728192254342,0.5005950785750818
0.4199140174977703,0.4819140446792704,0.4923220514444508,0.5923262880912528,0.4717883130813614,0.4740850041349542,0.4522037539772657,0.5530480757717555,0.4949633990503888,0.48605335958592893
0.4077540926731924,0.4670249808468162,0.4862309154172634,0.5823940614472451,0.4604458943384764,0.4623806725379853,0.4382541529960856,0.5390308058309168,0.4800844116499765,0.47309988347776727
0.3968188986080289,0.4536968926528963,0.4795975328722993,0.5720779960532398,0.4502576064641649,0.4537286910168194,0.4256320034594535,0.5263203922873961,0.4666838794212183,0.46150718300839916
0.3869404590502002,0.4543447068813397,0.471333045652227,0.5627131780362079,0.4409977013940971,0.4511316626590514,0.414009144861594,0.5144209073972983,0.4544074446687672,0.45087013439374457
0.3778740140854521,0.4491544146785646,0.4638273901975793,0.5536526883645485,0.4320707624019065,0.442373961668358,0.4034388110044749,0.5035283528470907,0.4431194743920481,0.4411879135004191
0.3692291655549869,0.4391696536691957,0.4562274069456202,0.545383751509059,0.4239380969653928,0.4334370542598618,0.3937536702397301,0.4932527759822873,0.4327297345540289,0.43229343079643145
0.3609195284664304,0.4291056163961202,0.4464790058083075,0.5375148781087232,0.4162563435586359,0.4247233703399934,0.3847945694631863,0.4837783765817167,0.4231699057663007,0.4238703171493205
0.3531772179283697,0.4195789863063309,0.4374984522312368,0.5302263057503713,0.4090989022957733,0.4166067571598714,0.3760631001028174,0.4738970389235507,0.4143174045305928,0.4159787906363619
0.3460012540784324,0.410640610888486,0.4289414139961423,0.5234183294158827,0.4024710704633734,0.4090181053234168,0.3679294426669253,0.4646849046738436,0.4060463367348675,0.40863099217577886
0.3392159008323359,0.4022610558837088,0.4207821946188182,0.516826554339035,0.3957679700870442,0.4017596896763825,0.3603160725906648,0.4558736428836905,0.3979593839128223,0.40178675890036336
0.3328701256501031,0.3944293644486445,0.4130995603756629,0.510549189267908,0.3894609676836376,0.3948304547514404,0.3531883686018694,0.4476036032880056,0.3902817717562579,0.3954157730306954
0.3269211235316793,0.3870712993169495,0.4058797350418942,0.5045980656656462,0.3834830464171025,0.3883554924504123,0.3463991807008938,0.4397624011912739,0.3830400765851948,0.3893876433172062
0.3213115043122019,0.3801186049629115,0.3991031596659944,0.4981407553273397,0.3778385708918819,0.3820935699498534,0.3400079581294938,0.4324234098303585,0.3762174813599224,0.38369906286185107
0.3159979648567962,0.3730271250800123,0.392731600247153,0.4920278830386724,0.3724889716374707,0.3762098055792297,0.3339474780993149,0.4254769039396921,0.369767342947303,0.37833090917054163
0.3109787032654982,0.3662963956139513,0.3861944006213696,0.4862328052708282,0.3673811276932979,0.3705307287564608,0.328246422935901,0.4189232377007308,0.3636076679260204,0.37275169796200464
0.3062465184530618,0.3598025951609938,0.3800296612866941,0.4807131375332923,0.3625400474404552,0.3651179198778613,0.3228676172902793,0.4125641536305281,0.3577644209664095,0.36747346817841775
0.3017074806734481,0.3534710369032851,0.3741984718667626,0.4754580558692546,0.357926448443887,0.3599420322750467,0.3177809635649781,0.4063103479934579,0.3522425206881662,0.3623883119383402
0.2973784723303069,0.34746042313107,0.3685226837822153,0.4704145847482717,0.3534908459101073,0.3550425499395319,0.3129456502945295,0.400388345381869,0.3469536420695762,0.35752899233336516
0.2932418579576861,0.3416657067714441,0.3631076926494721,0.465585264722201,0.3492744420948519,0.3502569921950303,0.3082757634465182,0.3946191635906607,0.3419068639775598,0.35288919581988554
0.2892959527120256,0.3361164887742671,0.3579626820842752,0.4608876944627782,0.3451251330077093,0.3456570500723556,0.3038251888605669,0.3888270929474077,0.3368648008482256,0.34842402477099876
0.2854061220049398,0.3307958227576062,0.3527958881964659,0.4562207880579366,0.3411176233866062,0.3412017710114391,0.2994707525245704,0.3833025905088824,0.3319767253887549,0.3438245989109107
0.2816110574076027,0.3256110253465362,0.3478190305089694,0.4517140048016158,0.3372119293290331,0.3369171778628382,0.2952431678227044,0.3780387117159233,0.3273132703942359,0.3392830092580282
0.2779841405412671,0.3206193292057115,0.3429842132013108,0.4472125578025143,0.3333900921670708,0.3327837883435733,0.2912042281387962,0.3728718369544899,0.322709987276599,0.33492362437135287
0.2745121203696711,0.3158056558022798,0.3382992262754387,0.442911821359232,0.3295381848503756,0.3288225860037672,0.2873393378541529,0.3679079607300982,0.3182858842927802,0.3307586157738594
0.2710257001616908,0.3111759295906557,0.33370487353894,0.4384698209046229,0.3258534505428427,0.3249409987062355,0.2835578166492848,0.3631203726258145,0.3140537876444833,0.32667562779149323
0.26739920797547,0.3067419260878098,0.3293047480896645,0.4342107973430124,0.3222327651805198,0.321157554970794,0.2798758777016374,0.3583946066071695,0.3098324909305741,0.32269825078238135
0.2638514887377739,0.3022302272651713,0.3250775310156741,0.4301038102812498,0.3187438431638277,0.3175300215102307,0.2760748290981062,0.3537433175935037,0.3057609561930427,0.3187866879814616
0.2603989866745971,0.2978857496763388,0.3205703024001517,0.4259831045992385,0.3152134818783185,0.3140403161068782,0.2723280594576719,0.3492392870891337,0.3017637103021512,0.31501439124977654
0.2570497220056766,0.2936880468041992,0.3159186798977298,0.4216656494580624,0.3118060907567908,0.3106056091761811,0.2686855017653246,0.3447389849264014,0.2978991944918833,0.31137058836526166
0.2537943365896537,0.2895007475306175,0.3114119153092935,0.41740520051936,0.308503216693747,0.3072815286548368,0.2649201900907705,0.3398278534388455,0.2940777285034832,0.3077176609217012
