Gender,Career Points
M,3599
M,73
M,8185
M,4855
M,262
M,53
M,35
M,4344
M,154
M,621
M,3522
M,907
M,8483
M,11136
M,1696
M,282
M,7316
M,3228
M,8388
M,7600
M,5710
M,6411
M,1214
M,5864
M,9
M,367
M,1571
M,10429
M,2254
M,8023
M,9592
M,142
M,8151
M,1541
M,423
M,149
M,6832
M,5739
M,7039
M,2
M,33
M,331
M,126
M,29
M,93
M,6151
M,3440
M,157
M,8131
M,10444
M,5483
M,10593
M,1699
M,7574
M,4119
M,4663
M,5762
M,53
M,840
M,2094
M,9155
M,3250
M,8
M,180
M,5848
M,289
M,5357
M,4226
M,341
M,1408
M,363
M,1296
M,15156
M,1078
M,340
M,6
M,635
M,2
M,690
M,1286
M,2865
M,320
M,1080
M,3469
M,3453
M,4302
M,1558
M,7149
M,4004
M,13088
M,1964
M,11456
M,3745
M,4483
M,8042
M,1635
M,619
M,3326
M,6333
M,2
M,4155
M,10
M,2881
M,13618
M,3670
M,7191
M,500
M,270
M,8400
M,40
M,241
M,8637
M,3479
M,3840
M,7
M,88
M,7350
M,8257
M,1896
M,4731
M,3464
M,1587
M,1656
M,278
M,574
M,7545
M,2078
M,571
M,8356
M,1404
M,1550
M,1071
M,39
M,1138
M,3766
M,1571
M,2457
M,1559
M,5480
M,3251
M,30
M,5008
M,81
M,17
M,4
M,12250
M,5593
M,3901
M,121
M,224
M,425
M,877
M,3
M,337
M,6012
M,1731
M,645
M,8090
M,10117
M,446
M,575
M,8077
M,207
M,1050
M,150
M,255
M,204
M,1109
M,3704
M,246
M,0
M,4842
M,7572
M,3889
M,20
M,4561
M,93
M,5038
M,3405
M,124
M,2004
M,8
M,638
M,1520
M,2516
M,52
M,45
M,4231
M,2816
M,3801
M,7
M,6750
M,1412
M,320
M,4349
M,9419
M,37
M,2942
M,2150
M,839
M,0
M,2176
M,1420
M,3034
M,6208
M,10
M,3079
M,15
M,52
M,67
M,4858
M,4
M,70
M,1698
M,112
M,197
M,1294
M,45
M,265
M,110
M,7024
M,164
M,4
M,28
M,5
M,8232
M,6036
M,519
M,27
M,808
M,114
M,180
M,2479
M,6194
M,12
M,6890
M,140
M,6508
M,14
M,2252
M,397
M,2685
M,46
M,2489
M,537
M,5109
M,6103
M,143
M,656
M,5086
M,8
M,3653
M,83
M,3233
M,11
M,612
M,1453
M,7
M,277
M,641
M,61
M,9538
M,1966
M,106
M,57
M,8854
M,18
M,4378
M,395
M,14
M,787
M,5807
M,8137
M,4735
M,574
M,197
M,120
M,1607
M,5
M,4605
M,3253
M,1544
M,2992
M,5728
M,2708
M,258
M,998
M,4041
M,343
M,7497
M,630
M,5120
M,119
M,712
M,3918
M,477
M,288
M,3566
M,57
M,2646
M,2418
M,1403
M,203
M,912
M,455
M,0
M,233
M,95
M,488
M,3013
M,18
M,2582
M,97
M,499
M,2214
M,1714
M,8880
M,8
M,802
M,7
M,4070
M,320
M,324
M,1826
M,210
M,15
M,1800
M,1760
M,3
M,1787
M,1220
M,3449
M,2264
M,2169
M,4589
M,787
M,1988
M,88
M,1783
M,1381
M,2783
M,2893
M,807
M,174
M,313
M,2565
M,4160
M,214
M,5378
M,154
M,1604
M,19
M,2384
M,2343
M,4737
M,708
M,22
M,658
M,27
M,206
M,516
M,2832
M,95
M,590
M,3665
M,1992
M,4019
M,71
M,945
M,2681
M,1878
M,1203
M,1187
M,293
M,428
M,1052
M,1804
M,2639
M,2
M,164
M,19
M,42
M,2484
M,1150
M,190
M,932
M,0
M,1585
M,1
M,379
M,287
M,981
M,35
M,1168
M,199
M,1834
M,1057
M,4128
M,2742
M,79
M,28
M,2290
M,6
M,152
M,903
M,26
M,88
M,4618
M,2628
M,37
M,3670
M,2469
M,544
M,189
M,1162
M,3244
M,54
M,1802
M,28
M,7
M,28
M,2255
M,48
M,0
M,651
M,501
M,2239
M,101
M,93
M,670
M,44
M,0
M,2
M,1274
M,3813
M,227
M,579
M,27
M,1392
M,15
M,6
M,3133
M,27
M,96
M,3
M,635
M,56
M,241
M,1059
M,904
M,805
M,1100
M,2328
M,1981
M,17
M,2034
M,172
M,1391
M,1074
M,1971
M,567
M,2330
M,1319
M,205
M,32
M,74
M,1506
M,1631
M,4
M,1308
M,2817
M,0
M,97
M,326
M,1475
M,2057
M,227
M,9
M,287
M,2354
M,10
M,682
M,2381
M,324
M,2013
M,376
M,249
M,2403
M,621
M,2555
M,1095
M,1896
M,480
M,1134
M,1916
M,83
M,1692
M,8
M,74
M,693
M,1711
M,0
M,199
M,68
M,4995
M,132
M,202
M,10
M,1272
M,6
M,6
M,711
M,2774
M,201
M,1074
M,63
M,6
M,134
M,5
M,79
M,504
M,6
M,87
M,421
M,796
M,667
M,19
M,795
M,279
M,842
M,846
M,300
M,28
M,97
M,36
M,932
M,2017
M,365
M,1480
M,23
M,144
M,928
M,488
M,318
M,1049
M,184
M,359
M,338
M,59
M,14
M,1475
M,80
M,576
M,0
M,1518
M,737
M,93
M,603
M,24
M,873
M,2224
M,909
M,556
M,880
M,482
M,2038
M,814
M,44
M,25
M,98
M,3564
M,1792
M,359
M,186
M,375
M,698
M,96
M,253
M,222
M,406
M,215
M,106
M,83
M,101
M,146
M,0
M,303
M,22
M,767
M,515
M,150
M,753
M,183
M,158
M,58
M,391
M,87
M,293
M,60
M,627
M,166
M,924
M,350
M,94
M,0
M,4
M,14
M,106
M,57
M,48
M,425
M,305
M,587
M,1732
M,0
M,740
M,10
M,35
M,4
M,19
M,168
M,425
M,289
M,59
M,78
M,468
M,148
M,445
M,226
M,282
M,90
M,497
M,130
M,811
M,98
M,21
M,120
M,24
M,14
M,124
M,20
M,40
M,165
M,64
M,31
M,274
M,79
M,479
M,1040
M,154
M,142
M,229
M,10
M,16
M,3
M,2
M,444
M,40
M,291
M,107
M,335
M,98
M,543
M,370
M,13
M,23
M,240
M,284
F,2601
F,4875
F,5194
F,6005
F,7380
F,6415
F,4323
F,4984
F,4238
F,3723
F,6412
F,6452
F,9693
F,1172
F,6811
F,2657
F,7488
F,6263
F,4494
F,2116
F,2849
F,4433
F,3679
F,4606
F,5523
F,2894
F,5013
F,4300
F,2652
F,2634
F,1445
F,6005
F,2898
F,6803
F,5119
F,3572
F,3046
F,2850
F,3073
F,2738
F,5560
F,4434
F,6895
F,7115
F,3971
F,3351
F,1398
F,4435
F,6184
F,4740
F,532
F,1297
F,3363
F,3424
F,2413
F,1445
F,5839
F,1880
F,2110
F,4147
F,3828
F,4217
F,2502
F,3498
F,4716
F,3044
F,4253
F,5797
F,4004
F,1963
F,2174
F,3814
F,5571
F,3358
F,2250
F,3482
F,2751
F,1239
F,1244
F,2018
F,2353
F,3955
F,1901
F,1935
F,1690
F,2215
F,1033
F,3363
F,3671
F,4245
F,1030
F,3554
F,1760
F,2618
F,1264
F,2559
F,1232
F,3868
F,3220
F,980
F,3534
F,2006
F,879
F,2183
F,3551
F,715
F,486
F,3707
F,415
F,866
F,2136
F,733
F,1304
F,3324
F,1404
F,1288
F,1959
F,3447
F,1304
F,791
F,2775
F,2434
F,2659
F,3786
F,3856
F,1369
F,2154
F,872
F,1330
F,867
F,840
F,1912
F,2219
F,3001
F,2113
F,2124
F,4258
F,867
F,3103
F,1390
F,1919
F,2232
F,3353
F,350
F,2973
F,2603
F,3500
F,5046
F,1824
F,1688
F,1779
F,778
F,1938
F,758
F,676
F,1995
F,1733
F,2862
F,2647
F,2531
F,1125
F,1820
F,849
F,3140
F,2288
F,659
F,1528
F,1542
F,200
F,1186
F,1505
F,1494
F,1408
F,2705
F,2747
F,500
F,2379
F,1766
F,2915
F,592
F,312
F,1915
F,2501
F,2550
F,2320
F,2245
F,1744
F,588
F,609
F,1148
F,2228
F,636
F,1708
F,552
F,801
F,1552
F,1717
F,1580
F,1036
F,603
F,3437
F,2154
F,926
F,817
F,1454
F,872
F,830
F,657
F,864
F,1280
F,3084
F,1303
F,1497
F,2647
F,451
F,561
F,1000
F,304
F,600
F,635
F,2032
F,1061
F,1358
F,1797
F,2595
F,734
F,936
F,365
F,476
F,1018
F,464
F,1412
F,1937
F,343
F,295
F,448
F,886
F,2620
F,725
F,1550
F,2140
F,399
F,2414
F,1215
F,1918
F,1307
F,1883
F,866
F,490
F,1056
F,1431
F,707
F,1010
F,1377
F,272
F,1087
F,1810
F,962
F,930
F,2428
F,1050
F,759
F,2350
F,553
F,2247
F,920
F,1925
F,1186
F,794
F,1293
F,881
F,435
F,354
F,1119
F,1232
F,534
F,1050
F,521
F,786
F,140
F,493
F,1030
F,1341
F,541
F,587
F,823
F,1000
F,327
F,719
F,1275
F,1451
F,520
F,883
F,1335
F,854
F,424
F,194
F,924
F,2019
F,1143
F,759
F,623
F,690
F,463
F,842
F,419
F,809
F,61
F,458
F,1378
F,2762
F,439
F,381
F,1117
F,728
F,986
F,1226
F,518
F,2069
F,926
F,1389
F,1102
F,1203
F,246
F,671
F,173
F,289
F,440
F,456
F,1380
F,1456
F,741
F,215
F,568
F,667
F,558
F,485
F,646
F,223
F,454
F,818
F,1630
F,505
F,763
F,330
F,150
F,410
F,703
F,303
F,377
F,776
F,330
F,756
F,224
F,334
F,408
F,642
F,357
F,492
F,1228
F,633
F,385
F,2641
F,919
F,658
F,880
F,884
F,619
F,389
F,263
F,242
F,259
F,312
F,1096
F,1506
F,797
F,2237
F,1458
F,403
F,506
F,183
F,78
F,220
F,450
F,176
F,336
F,253
F,338
F,397
F,570
F,974
F,413
F,309
F,437
F,140
F,679
F,147
F,901
F,96
F,283
F,194
F,902
F,332
F,423
F,503
F,438
F,311
F,312
F,502
F,620
F,92
F,705
F,544
F,432
F,252
F,258
F,549
F,488
F,555
F,221
F,716
F,466
F,284
F,262
F,308
F,94
F,291
F,217
F,189
F,276
F,121
F,303
F,517
F,155
F,375
F,170
F,94
F,208
F,1996
F,827
F,353
F,648
F,185
F,814
F,177
F,486
F,373
F,177
F,409
F,227
F,344
F,560
F,131
F,190
F,582
F,614
F,495
F,219
F,247
F,137
F,423
F,121
F,438
F,183
F,427
F,431
F,760
F,447
F,186
F,168
F,693
F,509
F,127
F,150
F,91
F,297
F,151
F,98
F,1094
F,225
F,335
F,256
F,368
F,203
F,129
F,202
F,425
F,233
F,261
F,130
F,54
F,542
F,272
F,175
F,105
F,288
F,799
F,193
F,193
F,62
F,103
F,377
F,434
F,176
F,136
F,217
F,458
F,130
F,129
F,117
F,195
F,94
F,280
F,193
F,327
F,529
F,74
F,234
F,76
F,355
F,149
F,46
F,349
F,149
F,247
F,139
F,65
F,351
F,58
F,92
F,687
F,420
F,173
F,80
F,74
F,251
F,64
F,197
F,381
F,96
F,662
F,120
F,267
F,358
F,98
F,118
F,167
F,89
F,121
F,515
F,102
F,166
F,359
F,215
F,53
F,93
F,66
F,151
F,275
F,296
F,453
F,127
F,58
F,189
F,197
F,347
F,181
F,123
F,169
F,82
F,166
F,237
F,17
F,207
F,49
F,64
F,55
F,137
F,42
F,47
F,45
F,36
F,44
F,114
F,191
F,93
F,29
F,135
F,43
F,68
F,16
F,31
F,165
F,74
F,102
F,163
F,29
F,128
F,302
F,107
F,375
F,169
F,43
F,106
F,33
F,90
F,102
F,25
F,34
F,142
F,20
F,143
F,35
F,194
F,146
F,319
F,89
F,121
F,55
F,55
F,253
F,17
F,72
F,22
F,29
F,52
F,22
F,45
F,50
F,59
F,22
F,8
F,20
F,107
F,60
F,50
F,387
F,94
F,264
F,16
F,83
F,235
F,79
F,127
F,18
F,149
F,7
F,35
F,102
F,137
F,149
F,171
F,142
F,14
F,94
F,18
F,161
F,25
F,158
F,65
F,566
F,36
F,146
F,289
F,11
F,68
F,29
F,69
F,10
F,99
F,69
F,48
F,10
F,36
F,50
F,9
F,35
F,186
F,70
F,73
F,6
F,14
F,241
F,122
F,99
F,20
F,26
F,11
F,14
F,6
F,33
F,382
F,36
F,90
F,2
F,4
F,10
F,35
F,22
F,210
F,6
F,48
F,98
F,36
F,186
F,12
F,130
F,97
F,92
F,3
F,17
F,53
F,32
F,4
F,5
F,97
F,4
F,123
F,30
F,31
F,324
F,20
F,239
F,7
F,56
F,19
F,70
F,2
F,2
F,56
F,9
F,16
F,36
F,17
F,182
F,40
F,68
F,44
F,4
F,4
F,9
F,6
F,2
F,38
F,4
F,30
F,7
F,10
F,6
F,11
F,2
F,246
F,98
F,216
F,12
F,28
F,34
F,6
F,0
F,0
F,0
F,3
F,0
F,15
F,267
F,22
F,19
F,95
F,8
F,17
F,131
F,27
F,48
F,22
F,2
F,2
F,2
F,2
F,0
F,0
F,2
F,3
F,1
F,0
F,140
F,0
F,2
F,7
F,81
F,6
F,157
F,3
F,61
F,0
F,7
F,3
F,32
F,7
F,2
F,41
F,346
F,81
F,7
F,5
F,120
F,188
F,42
F,0
F,117
F,3
F,44
F,240
F,80
F,155
F,4
F,12
F,10
F,50
F,34
F,24
F,0
F,14
F,2
F,8
F,61
F,6
F,34
F,433
F,3
F,2
F,15
F,71
F,14
F,0
F,167
F,10
F,16
F,16
F,6
F,100
F,36
F,4
F,27
F,190
F,10
F,10
F,19
F,4
F,5
F,6
F,27
F,42
F,9
F,22
F,6
F,13
F,124
F,22
F,33
F,23
F,8
F,79
F,39
F,52
F,19
F,27
F,25
F,5
F,109
F,13
F,28
F,9
F,34
F,7
F,105
F,10
F,38
F,55
F,15
F,7
F,22
F,89
F,14
F,7
F,49
F,45
F,10
F,27
F,29
F,21
F,16
F,13
F,15
F,19
F,92
F,144
F,297
F,35
F,97
F,18
F,27
F,53
F,64
F,229
F,38
F,37
F,21
F,5
F,130
F,112
F,59
F,161
F,9
F,10
F,16
F,68
F,85
F,191
F,87
F,97
F,27
F,106
F,26
F,17
F,83
F,155
F,373
F,21
F,35
F,100
F,88
F,79
F,18
F,43
F,38
F,56
F,24
F,33
F,26
F,30
F,16
F,196
F,36
F,49
F,73
F,67
F,99
F,70
F,187
F,62
F,51
F,48
F,144
