Run,Kendall Tau,NDKL,Average Exposure
0,0.38285714285714284,0.08032194368290577,0.8598104051318297
1,1.0,0.09189325554878341,0.9176844020859561
2,0.3224489795918367,0.14612639852446713,0.7623631217766684
3,0.84,0.0664226711667632,1.0076254515861705
4,0.5624489795918367,0.16607780555330923,1.2954373905256176
5,0.8791836734693877,0.08626155444945414,0.8249981843966644
6,0.4742857142857143,0.09250985861670571,0.9230999072929053
7,0.5657142857142857,0.06811732175020586,0.973464170925832
8,0.7828571428571428,0.07324188587043513,0.9095506100072694
9,0.8008163265306123,0.08860633665774097,0.8391799301733074
