Gender,score
female,0.77549
female,0.77545
male,0.77545
male,0.77545
female,0.77545
female,0.7754
female,0.7754
female,0.7754
male,0.7753
male,0.7753
female,0.77525
male,0.77525
male,0.77525
male,0.77525
male,0.77525
female,0.77521
male,0.77521
female,0.77521
female,0.77521
female,0.77516
female,0.77516
female,0.77516
male,0.77511
male,0.77511
male,0.77511
male,0.77511
male,0.77511
female,0.77506
male,0.77506
female,0.77506
male,0.77506
male,0.77502
female,0.77502
female,0.77502
male,0.77497
male,0.77492
male,0.77492
female,0.77487
female,0.77487
female,0.77487
male,0.77482
female,0.77482
male,0.77478
female,0.77478
male,0.77478
male,0.77478
female,0.77478
male,0.77478
male,0.77473
male,0.77473
male,0.77473
female,0.77473
female,0.77473
male,0.77473
female,0.77473
male,0.77468
female,0.77468
female,0.77463
female,0.77463
female,0.77463
male,0.77463
male,0.77463
male,0.77459
male,0.77459
female,0.77459
female,0.77459
male,0.77459
male,0.77454
male,0.77454
male,0.77454
female,0.77449
male,0.77449
female,0.77444
male,0.77439
male,0.77439
female,0.77439
female,0.77439
female,0.77439
female,0.77439
male,0.77439
male,0.77435
male,0.77435
male,0.77435
female,0.77435
female,0.77435
female,0.7743
male,0.7743
female,0.7743
male,0.7743
male,0.7743
female,0.7743
female,0.77425
male,0.77425
male,0.77425
female,0.77425
female,0.77425
male,0.7742
male,0.7742
male,0.7742
male,0.7742
female,0.77415
male,0.77411
male,0.77411
female,0.77411
male,0.77406
male,0.77406
male,0.77406
male,0.77401
male,0.77401
male,0.77396
male,0.77396
male,0.77396
male,0.77396
female,0.77396
female,0.77396
male,0.77392
female,0.77392
female,0.77392
male,0.77392
male,0.77392
female,0.77387
male,0.77387
male,0.77387
male,0.77382
male,0.77382
female,0.77382
female,0.77382
female,0.77382
female,0.77377
female,0.77377
female,0.77377
female,0.77377
male,0.77377
male,0.77372
female,0.77372
male,0.77372
male,0.77372
female,0.77372
female,0.77372
female,0.77368
female,0.77368
female,0.77368
male,0.77368
female,0.77368
male,0.77363
male,0.77363
male,0.77358
male,0.77358
male,0.77353
female,0.77353
male,0.77353
male,0.77353
female,0.77353
male,0.77353
female,0.77349
male,0.77349
male,0.77349
male,0.77349
male,0.77349
female,0.77344
male,0.77344
male,0.77344
female,0.77344
male,0.77344
female,0.77339
female,0.77334
male,0.77334
male,0.77329
female,0.77329
male,0.77329
female,0.77329
male,0.77329
male,0.77325
male,0.7732
male,0.7732
male,0.7732
female,0.7732
female,0.77315
male,0.77315
female,0.77315
male,0.7731
male,0.7731
female,0.7731
female,0.7731
female,0.7731
female,0.77306
female,0.77306
male,0.77306
male,0.77306
male,0.77301
male,0.77301
female,0.77301
male,0.77301
male,0.77296
male,0.77296
male,0.77296
female,0.77291
male,0.77291
female,0.77291
male,0.77291
female,0.77291
female,0.77286
male,0.77282
male,0.77277
male,0.77272
male,0.77272
male,0.77272
male,0.77272
male,0.77267
female,0.77267
female,0.77267
male,0.77267
male,0.77263
female,0.77258
male,0.77258
male,0.77258
male,0.77258
male,0.77258
female,0.77258
male,0.77258
male,0.77253
female,0.77253
male,0.77253
male,0.77248
female,0.77248
male,0.77243
female,0.77243
female,0.77239
male,0.77239
female,0.77234
female,0.77229
female,0.77229
male,0.77229
female,0.77229
female,0.77224
female,0.77224
male,0.77224
male,0.77224
male,0.77224
male,0.77224
male,0.77224
male,0.77215
male,0.77215
male,0.77215
male,0.77215
female,0.7721
female,0.77205
female,0.77205
female,0.77205
male,0.77205
male,0.77205
male,0.77205
male,0.772
male,0.772
female,0.772
male,0.772
female,0.772
male,0.77196
male,0.77196
male,0.77196
male,0.77196
male,0.77196
male,0.77196
female,0.77191
male,0.77191
male,0.77191
male,0.77191
female,0.77191
female,0.77191
male,0.77191
male,0.77186
female,0.77186
female,0.77181
female,0.77181
female,0.77181
female,0.77176
female,0.77176
male,0.77172
male,0.77172
female,0.77172
female,0.77172
female,0.77172
male,0.77172
female,0.77172
female,0.77167
male,0.77167
male,0.77167
female,0.77167
male,0.77167
male,0.77167
female,0.77162
male,0.77162
female,0.77157
male,0.77157
female,0.77157
male,0.77157
female,0.77153
female,0.77153
male,0.77153
male,0.77153
male,0.77153
female,0.77148
male,0.77148
male,0.77148
male,0.77148
female,0.77148
male,0.77143
female,0.77143
male,0.77143
female,0.77143
male,0.77143
male,0.77138
male,0.77138
female,0.77138
male,0.77138
female,0.77138
female,0.77138
male,0.77138
female,0.77133
female,0.77133
male,0.77133
female,0.77124
female,0.77124
male,0.77124
male,0.77124
female,0.77124
male,0.77124
male,0.77119
male,0.77119
male,0.77119
male,0.77114
female,0.77114
male,0.77114
male,0.77114
female,0.77114
female,0.77114
male,0.7711
male,0.7711
male,0.77105
female,0.77105
female,0.77105
male,0.77105
male,0.77105
male,0.77105
male,0.77105
female,0.771
male,0.771
male,0.77095
male,0.77095
female,0.77095
female,0.7709
male,0.77086
male,0.77086
male,0.77086
male,0.77081
female,0.77081
female,0.77081
male,0.77081
female,0.77076
male,0.77076
male,0.77076
male,0.77076
female,0.77076
female,0.77076
male,0.77071
female,0.77067
male,0.77067
female,0.77067
male,0.77062
male,0.77062
female,0.77062
female,0.77057
male,0.77052
female,0.77052
male,0.77052
male,0.77047
male,0.77047
female,0.77047
female,0.77047
female,0.77047
female,0.77043
female,0.77043
female,0.77043
male,0.77043
female,0.77038
male,0.77038
female,0.77033
male,0.77033
male,0.77033
female,0.77033
female,0.77028
male,0.77028
male,0.77028
male,0.77028
female,0.77023
female,0.77019
female,0.77014
male,0.77014
male,0.77014
male,0.77009
male,0.77009
male,0.77004
male,0.77004
male,0.77004
male,0.77
female,0.77
female,0.77
female,0.76995
female,0.76995
male,0.76995
female,0.7699
female,0.7699
male,0.7699
female,0.7699
male,0.76985
male,0.76985
male,0.76985
male,0.76985
male,0.7698
male,0.7698
female,0.7698
male,0.7698
female,0.7698
female,0.76976
female,0.76976
female,0.76971
male,0.76971
male,0.76971
female,0.76971
female,0.76966
male,0.76966
male,0.76961
male,0.76961
male,0.76961
female,0.76961
female,0.76961
male,0.76961
male,0.76957
male,0.76957
female,0.76952
female,0.76952
female,0.76947
male,0.76947
male,0.76947
male,0.76947
male,0.76942
male,0.76942
male,0.76942
female,0.76937
female,0.76937
male,0.76937
male,0.76937
female,0.76933
female,0.76933
male,0.76933
male,0.76928
male,0.76928
male,0.76928
female,0.76923
male,0.76923
male,0.76923
female,0.76923
female,0.76918
female,0.76914
male,0.76914
female,0.76914
male,0.76914
male,0.76909
female,0.76909
male,0.76904
female,0.76904
male,0.76904
female,0.76904
male,0.76899
male,0.76899
male,0.76899
female,0.76899
female,0.76899
male,0.76899
male,0.76894
female,0.7689
female,0.7689
female,0.7689
male,0.76885
female,0.76885
female,0.76885
female,0.76885
female,0.7688
male,0.7688
male,0.76875
female,0.76875
male,0.7687
male,0.7687
female,0.7687
male,0.7687
female,0.7687
female,0.7687
male,0.76866
female,0.76856
male,0.76856
male,0.76856
male,0.76856
male,0.76856
male,0.76851
female,0.76851
female,0.76851
male,0.76851
female,0.76847
male,0.76847
female,0.76842
female,0.76842
female,0.76842
female,0.76842
male,0.76837
male,0.76837
female,0.76832
male,0.76832
female,0.76832
female,0.76827
male,0.76827
male,0.76827
male,0.76827
male,0.76827
female,0.76827
male,0.76823
male,0.76823
female,0.76818
male,0.76818
female,0.76818
male,0.76818
male,0.76813
male,0.76813
male,0.76813
male,0.76808
female,0.76808
male,0.76799
male,0.76799
male,0.76799
male,0.76799
female,0.76799
male,0.76799
female,0.76799
male,0.76794
female,0.76794
female,0.76794
male,0.76794
male,0.76794
female,0.76784
male,0.76784
male,0.76784
male,0.76784
female,0.76784
female,0.7678
female,0.7678
female,0.7678
female,0.7678
female,0.76775
female,0.76775
male,0.7677
male,0.76765
male,0.76765
male,0.76761
male,0.76761
female,0.76761
female,0.76761
male,0.76761
male,0.76756
male,0.76756
male,0.76751
female,0.76751
female,0.76746
female,0.76746
female,0.76741
female,0.76741
male,0.76741
male,0.76737
female,0.76737
female,0.76737
male,0.76732
male,0.76732
male,0.76732
male,0.76732
female,0.76727
female,0.76727
male,0.76727
female,0.76727
male,0.76727
male,0.76722
male,0.76718
male,0.76718
female,0.76718
male,0.76718
female,0.76713
female,0.76713
male,0.76708
male,0.76703
female,0.76703
male,0.76703
female,0.76698
male,0.76698
female,0.76694
male,0.76694
female,0.76694
female,0.76689
female,0.76689
female,0.76689
female,0.76684
female,0.76679
male,0.76679
female,0.76674
male,0.76674
female,0.76674
female,0.76674
male,0.7667
male,0.7667
male,0.7667
male,0.7667
female,0.7667
male,0.7667
male,0.7667
male,0.7667
male,0.76665
male,0.7666
male,0.7666
female,0.7666
male,0.7666
female,0.7666
female,0.76655
male,0.76655
male,0.76655
male,0.76651
female,0.76651
female,0.76646
female,0.76646
female,0.76646
female,0.76646
male,0.76641
male,0.76641
male,0.76636
female,0.76631
female,0.76631
male,0.76627
male,0.76627
female,0.76622
female,0.76622
male,0.76622
male,0.76617
male,0.76617
male,0.76617
female,0.76617
male,0.76617
female,0.76617
female,0.76617
female,0.76612
female,0.76612
male,0.76612
male,0.76608
male,0.76608
female,0.76608
male,0.76608
female,0.76603
male,0.76603
male,0.76603
female,0.76603
male,0.76603
male,0.76598
male,0.76598
male,0.76598
male,0.76598
female,0.76598
female,0.76598
female,0.76598
female,0.76598
male,0.76593
male,0.76593
male,0.76593
female,0.76593
male,0.76593
male,0.76593
male,0.76593
male,0.76593
male,0.76588
male,0.76588
male,0.76588
male,0.76588
male,0.76588
male,0.76584
female,0.76584
male,0.76584
male,0.76579
female,0.76579
male,0.76579
male,0.76579
female,0.76579
male,0.76579
female,0.76579
male,0.76579
female,0.76579
male,0.76574
female,0.76574
male,0.76574
female,0.76569
male,0.76569
female,0.76569
female,0.76565
male,0.76565
male,0.7656
male,0.7656
male,0.7656
male,0.7656
female,0.7656
male,0.7656
male,0.76555
male,0.76555
male,0.76555
male,0.76555
male,0.7655
male,0.7655
male,0.7655
male,0.76545
female,0.76545
male,0.76541
female,0.76541
male,0.76541
female,0.76541
female,0.76536
male,0.76536
female,0.76536
female,0.76526
female,0.76526
male,0.76526
female,0.76521
male,0.76521
male,0.76521
female,0.76517
male,0.76512
male,0.76512
male,0.76512
male,0.76512
male,0.76507
female,0.76507
male,0.76507
female,0.76507
female,0.76502
female,0.76502
female,0.76502
female,0.76502
female,0.76498
male,0.76498
male,0.76498
female,0.76498
female,0.76498
male,0.76493
male,0.76493
male,0.76488
female,0.76488
female,0.76483
male,0.76483
female,0.76483
male,0.76483
female,0.76483
male,0.76478
female,0.76478
male,0.76478
female,0.76478
female,0.76478
female,0.76478
female,0.76478
female,0.76474
female,0.76474
female,0.76474
male,0.76469
female,0.76469
female,0.76469
male,0.76469
male,0.76469
male,0.76464
male,0.76464
male,0.76464
female,0.76464
female,0.76464
male,0.76464
male,0.76464
male,0.76464
male,0.76464
male,0.76459
female,0.76459
female,0.76455
male,0.76455
male,0.7645
male,0.7645
female,0.7645
male,0.76445
male,0.76445
male,0.76445
male,0.76445
male,0.76445
male,0.7644
female,0.7644
male,0.76435
male,0.76435
male,0.76435
male,0.76435
male,0.76431
male,0.76431
male,0.76431
male,0.76431
male,0.76431
male,0.76426
male,0.76426
male,0.76426
female,0.76421
female,0.76421
male,0.76421
female,0.76416
male,0.76416
male,0.76416
male,0.76412
female,0.76412
male,0.76412
female,0.76412
male,0.76407
male,0.76407
male,0.76407
female,0.76407
female,0.76407
male,0.76407
male,0.76402
female,0.76402
female,0.76402
female,0.76402
male,0.76397
male,0.76397
male,0.76397
male,0.76392
male,0.76392
female,0.76392
male,0.76392
male,0.76392
female,0.76388
male,0.76388
female,0.76388
male,0.76388
female,0.76388
female,0.76383
female,0.76383
male,0.76383
female,0.76383
female,0.76378
female,0.76378
female,0.76378
female,0.76378
male,0.76373
female,0.76373
male,0.76373
male,0.76364
male,0.76364
female,0.76364
male,0.76364
male,0.76364
male,0.76364
male,0.76364
female,0.76359
male,0.76354
male,0.76354
female,0.76354
female,0.76354
female,0.76354
male,0.76349
male,0.76349
male,0.76349
male,0.76345
female,0.76345
female,0.7634
male,0.7634
female,0.7634
male,0.7634
male,0.76335
female,0.76335
female,0.76335
female,0.7633
male,0.7633
male,0.7633
female,0.76325
female,0.76325
male,0.76321
male,0.76321
male,0.76316
female,0.76316
male,0.76316
female,0.76316
male,0.76311
female,0.76306
female,0.76306
male,0.76306
male,0.76306
female,0.76302
male,0.76302
male,0.76297
male,0.76297
female,0.76297
male,0.76297
female,0.76297
male,0.76292
male,0.76292
male,0.76292
male,0.76292
male,0.76292
male,0.76287
male,0.76282
male,0.76282
female,0.76282
female,0.76282
male,0.76282
male,0.76282
female,0.76282
female,0.76278
male,0.76278
male,0.76278
female,0.76278
female,0.76273
male,0.76273
male,0.76273
male,0.76273
female,0.76273
male,0.76268
male,0.76268
female,0.76268
male,0.76268
female,0.76263
male,0.76263
female,0.76259
female,0.76259
male,0.76259
female,0.76259
male,0.76259
female,0.76259
female,0.76259
male,0.76254
female,0.76254
female,0.76249
female,0.76249
female,0.76249
male,0.76249
male,0.76244
male,0.76244
female,0.76244
male,0.76244
female,0.76239
female,0.76235
female,0.76235
male,0.76235
female,0.76235
male,0.7623
female,0.7623
male,0.7623
male,0.7623
female,0.7623
female,0.7623
female,0.76225
female,0.76225
male,0.7622
female,0.7622
male,0.7622
male,0.7622
male,0.7622
male,0.7622
male,0.7622
female,0.76216
female,0.76216
male,0.76216
male,0.76211
female,0.76211
female,0.76206
female,0.76206
male,0.76206
male,0.76206
male,0.76206
female,0.76206
female,0.76206
female,0.76206
female,0.76201
male,0.76201
female,0.76196
male,0.76196
male,0.76196
female,0.76196
male,0.76192
male,0.76187
female,0.76187
male,0.76187
male,0.76187
female,0.76187
female,0.76187
female,0.76187
male,0.76182
female,0.76182
female,0.76182
male,0.76182
female,0.76182
female,0.76177
female,0.76177
male,0.76172
male,0.76172
male,0.76172
male,0.76172
male,0.76168
female,0.76163
male,0.76163
female,0.76163
male,0.76163
female,0.76158
male,0.76158
male,0.76153
male,0.76153
female,0.76153
male,0.76149
female,0.76149
male,0.76144
male,0.76144
male,0.76144
female,0.76144
female,0.76139
male,0.76139
male,0.76139
female,0.76139
female,0.76139
male,0.76139
female,0.76139
male,0.76134
male,0.76134
male,0.76134
female,0.76134
female,0.76134
male,0.76129
female,0.76129
male,0.76125
female,0.76125
male,0.7612
male,0.7612
male,0.7612
male,0.7612
male,0.7612
male,0.7612
female,0.76115
male,0.76115
female,0.76115
female,0.76115
male,0.76115
female,0.7611
male,0.7611
female,0.76106
male,0.76101
female,0.76101
female,0.76101
female,0.76096
female,0.76096
female,0.76096
male,0.76096
male,0.76091
male,0.76091
male,0.76086
male,0.76086
male,0.76086
male,0.76082
female,0.76082
female,0.76077
female,0.76077
male,0.76077
male,0.76077
female,0.76077
male,0.76077
male,0.76077
male,0.76077
male,0.76077
male,0.76077
male,0.76077
male,0.76072
male,0.76072
female,0.76072
female,0.76067
male,0.76067
female,0.76067
female,0.76067
male,0.76063
male,0.76063
female,0.76063
male,0.76063
female,0.76063
male,0.76063
female,0.76058
male,0.76058
male,0.76058
male,0.76058
female,0.76058
male,0.76053
female,0.76053
female,0.76053
male,0.76048
female,0.76048
female,0.76048
male,0.76048
male,0.76043
female,0.76043
female,0.76043
male,0.76039
female,0.76039
female,0.76039
male,0.76034
male,0.76034
male,0.76029
female,0.76024
female,0.76024
female,0.76024
female,0.76024
male,0.7602
male,0.7602
male,0.7602
female,0.7602
male,0.7602
female,0.7602
male,0.76015
male,0.76015
male,0.7601
female,0.76005
female,0.76
male,0.76
male,0.76
male,0.76
female,0.76
male,0.75996
female,0.75991
male,0.75991
female,0.75991
female,0.75986
male,0.75986
male,0.75986
male,0.75986
female,0.75986
female,0.75986
male,0.75981
male,0.75981
female,0.75981
male,0.75981
female,0.75981
male,0.75981
male,0.75976
male,0.75976
male,0.75976
female,0.75972
female,0.75972
male,0.75972
male,0.75967
male,0.75962
female,0.75962
male,0.75962
male,0.75962
male,0.75957
female,0.75957
female,0.75957
male,0.75957
female,0.75953
female,0.75953
female,0.75953
male,0.75953
male,0.75948
male,0.75948
male,0.75948
female,0.75948
male,0.75948
male,0.75943
male,0.75938
female,0.75938
male,0.75938
female,0.75933
female,0.75933
female,0.75933
female,0.75933
male,0.75933
male,0.75929
male,0.75929
female,0.75929
male,0.75919
male,0.75919
male,0.75919
female,0.75914
male,0.75914
female,0.75914
female,0.7591
female,0.75905
female,0.75905
female,0.75905
female,0.759
male,0.759
female,0.759
male,0.759
female,0.75895
male,0.75895
female,0.75895
male,0.7589
male,0.7589
female,0.7589
female,0.7589
male,0.7589
male,0.7589
male,0.7589
female,0.75886
female,0.75886
male,0.75886
female,0.75886
male,0.75886
female,0.75881
female,0.75881
female,0.75881
male,0.75881
female,0.75881
female,0.75881
male,0.75876
male,0.75876
male,0.75876
female,0.75871
male,0.75871
male,0.75871
male,0.75867
female,0.75867
male,0.75867
female,0.75867
male,0.75862
male,0.75862
female,0.75862
male,0.75857
male,0.75857
male,0.75852
male,0.75852
male,0.75852
female,0.75852
female,0.75852
female,0.75847
male,0.75847
female,0.75847
female,0.75843
female,0.75843
female,0.75843
male,0.75843
male,0.75843
female,0.75838
male,0.75838
male,0.75833
female,0.75833
female,0.75833
female,0.75833
female,0.75833
female,0.75833
male,0.75828
female,0.75828
male,0.75828
male,0.75828
male,0.75828
male,0.75828
female,0.75823
male,0.75823
male,0.75819
female,0.75819
female,0.75819
female,0.75819
female,0.75819
male,0.75819
female,0.75819
male,0.75814
female,0.75814
female,0.75814
female,0.75814
female,0.75814
male,0.75814
male,0.75814
male,0.75809
male,0.75809
female,0.75804
female,0.75804
female,0.75804
male,0.75804
female,0.758
male,0.758
female,0.758
female,0.758
male,0.758
male,0.75795
female,0.75795
female,0.75795
male,0.75795
male,0.75795
male,0.75795
male,0.75795
male,0.75795
female,0.7579
male,0.7579
male,0.7579
male,0.75785
female,0.75785
female,0.75785
female,0.7578
female,0.7578
female,0.7578
male,0.7578
male,0.7578
female,0.75776
male,0.75776
female,0.75771
male,0.75771
male,0.75771
male,0.75771
male,0.75766
male,0.75766
male,0.75766
male,0.75761
male,0.75757
male,0.75757
female,0.75757
male,0.75757
male,0.75757
male,0.75757
male,0.75757
male,0.75752
female,0.75752
female,0.75752
male,0.75747
female,0.75747
male,0.75742
male,0.75742
female,0.75742
female,0.75737
female,0.75733
male,0.75733
female,0.75733
female,0.75728
male,0.75728
female,0.75728
female,0.75723
male,0.75723
male,0.75723
male,0.75718
female,0.75718
male,0.75718
male,0.75718
male,0.75718
male,0.75718
female,0.75714
male,0.75714
female,0.75714
male,0.75714
female,0.75714
male,0.75714
male,0.75709
female,0.75709
male,0.75709
female,0.75709
female,0.75704
male,0.75699
female,0.75699
male,0.75699
male,0.75699
female,0.75699
male,0.75699
female,0.75699
male,0.75699
female,0.75694
male,0.75694
female,0.75694
female,0.75694
female,0.75694
female,0.7569
female,0.7569
male,0.7569
male,0.75685
male,0.75685
male,0.75685
male,0.75685
female,0.75685
male,0.7568
female,0.7568
female,0.75675
female,0.75675
female,0.75675
female,0.75675
female,0.75675
female,0.75671
female,0.75671
male,0.75666
male,0.75666
female,0.75666
male,0.75666
male,0.75666
female,0.75661
male,0.75661
male,0.75656
male,0.75656
female,0.75651
male,0.75651
male,0.75651
male,0.75651
male,0.75651
male,0.75651
male,0.75647
female,0.75647
female,0.75647
male,0.75642
male,0.75642
male,0.75642
male,0.75642
male,0.75642
male,0.75637
male,0.75637
male,0.75637
male,0.75637
male,0.75632
male,0.75632
male,0.75632
male,0.75632
female,0.75627
male,0.75627
male,0.75627
female,0.75623
male,0.75623
female,0.75623
male,0.75623
male,0.75618
female,0.75618
female,0.75618
female,0.75613
male,0.75608
female,0.75604
female,0.75604
male,0.75604
male,0.75599
female,0.75599
male,0.75599
male,0.75599
female,0.75594
female,0.75594
male,0.75589
female,0.75584
female,0.75584
male,0.75584
female,0.7558
male,0.7558
female,0.7558
female,0.75575
female,0.75575
male,0.75575
male,0.75575
female,0.75575
female,0.7557
female,0.7557
female,0.7557
female,0.7557
male,0.75565
female,0.75565
female,0.75565
male,0.75561
male,0.75561
female,0.75561
male,0.75561
female,0.75556
male,0.75556
male,0.75556
female,0.75556
female,0.75551
female,0.75551
male,0.75551
female,0.75551
female,0.75551
male,0.75546
male,0.75546
female,0.75546
female,0.75546
female,0.75541
female,0.75541
female,0.75541
male,0.75537
female,0.75537
female,0.75532
female,0.75527
female,0.75527
male,0.75522
female,0.75522
female,0.75522
male,0.75522
female,0.75522
female,0.75522
female,0.75522
female,0.75518
male,0.75518
female,0.75518
male,0.75518
male,0.75518
male,0.75518
male,0.75513
female,0.75513
male,0.75513
female,0.75513
male,0.75513
female,0.75513
male,0.75513
male,0.75513
male,0.75513
female,0.75513
female,0.75508
male,0.75508
female,0.75508
female,0.75508
female,0.75508
male,0.75508
male,0.75508
male,0.75503
male,0.75503
female,0.75503
female,0.75503
female,0.75503
female,0.75498
female,0.75498
female,0.75498
female,0.75494
male,0.75489
female,0.75489
female,0.75489
female,0.75489
female,0.75489
female,0.75484
male,0.75484
male,0.75484
female,0.75479
female,0.75479
male,0.75479
male,0.75479
male,0.75479
female,0.75474
male,0.7547
female,0.7547
male,0.75465
female,0.75465
female,0.7546
male,0.7546
male,0.7546
female,0.75455
male,0.75455
male,0.75451
male,0.75451
female,0.75451
female,0.75451
female,0.75451
female,0.75441
female,0.75436
male,0.75436
male,0.75431
female,0.75431
male,0.75431
male,0.75431
male,0.75431
male,0.75427
male,0.75427
male,0.75427
male,0.75422
female,0.75417
male,0.75417
male,0.75417
male,0.75417
female,0.75412
female,0.75412
male,0.75412
male,0.75412
female,0.75408
female,0.75408
female,0.75408
female,0.75403
female,0.75403
male,0.75403
male,0.75403
female,0.75403
male,0.75398
male,0.75398
female,0.75398
female,0.75393
female,0.75393
male,0.75393
male,0.75393
male,0.75388
male,0.75388
female,0.75388
male,0.75388
female,0.75384
male,0.75384
male,0.75384
male,0.75384
female,0.75384
male,0.75379
female,0.75374
male,0.75374
male,0.75374
female,0.75374
male,0.75374
male,0.75374
male,0.75369
female,0.75369
male,0.75369
female,0.75369
male,0.75369
female,0.75365
male,0.7536
female,0.7536
male,0.7536
male,0.75355
male,0.75355
male,0.75355
female,0.75355
female,0.75355
male,0.7535
female,0.7535
male,0.7535
female,0.7535
female,0.7535
female,0.75345
female,0.75345
female,0.75341
male,0.75336
male,0.75336
female,0.75336
male,0.75336
male,0.75331
male,0.75331
female,0.75326
female,0.75326
male,0.75326
female,0.75322
female,0.75322
female,0.75322
female,0.75322
male,0.75322
female,0.75317
male,0.75312
male,0.75312
male,0.75312
female,0.75312
male,0.75307
female,0.75307
female,0.75307
male,0.75302
male,0.75302
female,0.75298
male,0.75293
female,0.75293
male,0.75293
female,0.75293
male,0.75293
male,0.75288
female,0.75288
female,0.75288
male,0.75288
male,0.75288
male,0.75288
male,0.75288
female,0.75288
female,0.75288
female,0.75283
male,0.75283
male,0.75274
male,0.75269
male,0.75269
male,0.75269
female,0.75269
female,0.75269
female,0.75264
female,0.75264
female,0.75264
female,0.75264
male,0.75259
female,0.75259
female,0.75259
female,0.75255
female,0.75255
female,0.75255
female,0.7525
female,0.7525
female,0.75245
male,0.75245
male,0.75245
male,0.75245
female,0.7524
female,0.7524
male,0.7524
female,0.7524
female,0.75235
male,0.75235
male,0.75235
male,0.75235
female,0.75235
male,0.75235
male,0.75235
female,0.75235
male,0.75226
female,0.75221
male,0.75221
male,0.75221
male,0.75221
female,0.75221
male,0.75221
male,0.75216
male,0.75216
male,0.75216
male,0.75212
female,0.75212
male,0.75212
female,0.75207
female,0.75207
female,0.75207
male,0.75207
female,0.75202
female,0.75202
male,0.75202
female,0.75202
female,0.75202
female,0.75197
male,0.75197
female,0.75192
female,0.75192
male,0.75192
male,0.75192
male,0.75188
female,0.75188
male,0.75188
female,0.75188
female,0.75188
female,0.75183
male,0.75183
male,0.75183
male,0.75183
female,0.75183
male,0.75178
male,0.75178
female,0.75178
female,0.75178
female,0.75178
female,0.75178
male,0.75173
female,0.75173
male,0.75173
male,0.75173
male,0.75173
male,0.75173
male,0.75173
female,0.75173
female,0.75173
female,0.75169
male,0.75164
male,0.75164
male,0.75164
female,0.75164
female,0.75159
female,0.75159
female,0.75154
male,0.75154
female,0.75154
female,0.75154
female,0.75145
female,0.75145
male,0.75145
male,0.7514
male,0.7514
male,0.75135
male,0.7513
female,0.7513
male,0.7513
female,0.7513
male,0.7513
female,0.7513
male,0.7513
male,0.75125
female,0.75125
male,0.75125
female,0.75125
female,0.75125
male,0.75125
female,0.75125
female,0.75125
female,0.75121
male,0.75121
male,0.75116
female,0.75116
female,0.75116
male,0.75111
female,0.75111
male,0.75111
female,0.75111
male,0.75106
male,0.75106
male,0.75106
female,0.75106
male,0.75106
female,0.75102
female,0.75097
male,0.75097
male,0.75097
male,0.75097
female,0.75097
female,0.75097
male,0.75092
male,0.75092
female,0.75092
male,0.75092
male,0.75092
male,0.75087
male,0.75087
male,0.75087
male,0.75082
female,0.75082
female,0.75082
female,0.75078
female,0.75078
male,0.75078
female,0.75078
female,0.75078
female,0.75078
female,0.75073
male,0.75073
female,0.75073
female,0.75073
female,0.75073
male,0.75073
male,0.75068
female,0.75068
male,0.75063
male,0.75063
male,0.75063
female,0.75063
female,0.75063
female,0.75063
male,0.75063
male,0.75059
male,0.75059
male,0.75059
female,0.75054
male,0.75054
male,0.75054
male,0.75054
male,0.75049
male,0.75049
female,0.75049
male,0.75049
female,0.75049
male,0.75044
male,0.75044
male,0.75044
female,0.75039
female,0.75039
male,0.75039
male,0.75035
male,0.7503
male,0.7503
female,0.7503
female,0.7503
male,0.75025
male,0.75025
male,0.75025
male,0.75025
female,0.7502
female,0.75016
female,0.75016
male,0.75016
male,0.75016
male,0.75011
male,0.75006
female,0.75006
male,0.75006
male,0.75001
female,0.75001
female,0.75001
male,0.75001
female,0.74996
female,0.74996
male,0.74996
female,0.74996
male,0.74996
male,0.74996
male,0.74992
female,0.74992
male,0.74992
male,0.74992
male,0.74992
male,0.74987
male,0.74987
male,0.74982
male,0.74982
male,0.74982
female,0.74982
male,0.74977
female,0.74977
female,0.74977
female,0.74977
male,0.74977
male,0.74977
female,0.74973
female,0.74973
female,0.74973
female,0.74968
male,0.74963
female,0.74963
male,0.74963
male,0.74958
female,0.74958
female,0.74958
male,0.74958
female,0.74958
male,0.74958
male,0.74958
male,0.74958
male,0.74953
male,0.74953
female,0.74953
female,0.74953
male,0.74953
male,0.74949
female,0.74944
female,0.74944
female,0.74944
female,0.74944
male,0.74944
female,0.74944
female,0.74944
male,0.74944
male,0.74944
female,0.74939
female,0.74939
female,0.74939
male,0.74939
male,0.74939
male,0.74939
female,0.74939
female,0.74934
male,0.74934
female,0.74929
male,0.74929
female,0.74929
female,0.74929
male,0.74925
male,0.74925
female,0.74925
male,0.7492
female,0.7492
male,0.7492
female,0.7492
male,0.74915
male,0.74915
female,0.74915
male,0.74915
female,0.7491
female,0.7491
male,0.7491
male,0.7491
female,0.7491
male,0.7491
female,0.74906
male,0.74906
female,0.74906
female,0.74906
male,0.74906
male,0.74901
male,0.74901
female,0.74896
male,0.74896
male,0.74896
male,0.74896
female,0.74891
female,0.74891
male,0.74891
female,0.74891
male,0.74891
male,0.74891
female,0.74886
male,0.74886
male,0.74886
female,0.74882
male,0.74882
female,0.74882
male,0.74877
male,0.74877
female,0.74877
male,0.74877
female,0.74872
female,0.74872
male,0.74872
male,0.74872
female,0.74867
male,0.74867
male,0.74863
male,0.74863
female,0.74863
male,0.74863
male,0.74863
male,0.74858
female,0.74858
female,0.74858
male,0.74853
female,0.74853
